keyword,category,prefecture_name,prefecture_number,prefecture_name_english,prefecture_name_kana,prefecture_capital,prefecture_capital_english,prefecture_url
金武町,sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
九戸村,sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
九十九里町,sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
九重町,sub,大分県,44,oita,おおいたけん,大分市,oita-shi,http://www.pref.oita.jp/
九度山町,sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
倶知安町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
玖珠町,sub,大分県,44,oita,おおいたけん,大分市,oita-shi,http://www.pref.oita.jp/
串本町,sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
釧路町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
熊取町,sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
熊野町,sub,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
栗山町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
桑折町,sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
訓子府町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
桂川町,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
軽井沢町,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
軽米町,sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
芸西村,sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
穴水町,sub,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
月形町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
剣淵町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
見沼区,sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
原村,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
玄海町,sub,佐賀県,41,saga,さがけん,佐賀市,saga-shi,http://www.pref.saga.lg.jp/
古座川町,sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
古殿町,sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
古平町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
戸沢村,sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
戸塚区,sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
戸畑区,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
菰野町,sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
五ヶ瀬町,sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
五霞町,sub,茨城県,8,ibaraki,いばらきけん,水戸市,mito-shi,http://www.pref.ibaraki.jp/
五戸町,sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
五城目町,sub,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
五木村,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
御宿町,sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
御杖村,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
御嵩町,sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
御船町,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
御代田町,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
御浜町,sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
厚岸町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
厚真町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
厚沢部町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
厚別区,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
幸区,sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
幸田町,sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
広川町,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
広川町,sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
広尾町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
広野町,sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
広陵町,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
更別村,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
江差町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
江南区,sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
江府町,sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
江北町,sub,佐賀県,41,saga,さがけん,佐賀市,saga-shi,http://www.pref.saga.lg.jp/
港区,sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
港区,sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
港南区,sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
港北区,sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
甲佐町,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
甲良町,sub,滋賀県,25,shiga,しがけん,大津市,otsu-shi,http://www.pref.shiga.lg.jp/
香春町,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
香美町,sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
高原町,sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
高根沢町,sub,栃木県,9,tochigi,とちぎけん,宇都宮市,utsunomiya-shi,http://www.pref.tochigi.lg.jp
高山村,sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
高山村,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
高取町,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
高森町,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
高森町,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
高千穂町,sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
高津区,sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
高鍋町,sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
高畠町,sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
高浜町,sub,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
高野町,sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
国見町,sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
国頭村,sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
国富町,sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
黒松内町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
黒滝村,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
黒潮町,sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
此花区,sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
今帰仁村,sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
今金町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
今別町,sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
根羽村,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
佐々町,sub,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
佐井村,sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
佐久穂町,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
佐川町,sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
佐那河内村,sub,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
佐伯区,sub,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
佐用町,sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
佐呂間町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
左京区,sub,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
座間味村,sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
最上町,sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
坂祝町,sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
坂城町,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
坂町,sub,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
堺区,sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
桜区,sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
鮭川村,sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
鮫川村,sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
三郷町,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
三原村,sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
三戸町,sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
三股町,sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
三種町,sub,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
三春町,sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
三川町,sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
三宅村,sub,東京都,13,tokyo,とうきょうと,新宿区,shinjuku-shi,http://www.metro.tokyo.jp/
三宅町,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
三朝町,sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
三島村,sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
三島町,sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
三芳町,sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
三木町,sub,香川県,37,kagawa,かがわけん,高松市,takamatsu-shi,http://www.pref.kagawa.jp/
山ノ内町,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
山科区,sub,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
山形村,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
山元町,sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
山江村,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
山中湖村,sub,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
山添村,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
山田町,sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
山都町,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
山辺町,sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
山北町,sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
産山村,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
四万十町,sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
士幌町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
市貝町,sub,栃木県,9,tochigi,とちぎけん,宇都宮市,utsunomiya-shi,http://www.pref.tochigi.lg.jp
市川三郷町,sub,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
市川町,sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
志賀町,sub,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
志免町,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
枝幸町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
糸田町,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
紫波町,sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
時津町,sub,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
鹿追町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
鹿部町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
雫石町,sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
七ヶ宿町,sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
七ヶ浜町,sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
七戸町,sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
七宗町,sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
七飯町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
篠栗町,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
柴田町,sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
芝山町,sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
斜里町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
若狭町,sub,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
若桜町,sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
若松区,sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
若葉区,sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
若林区,sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
守山区,sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
手稲区,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
酒々井町,sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
寿都町,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
周防大島町,sub,山口県,35,yamaguchi,やまぐちけん,山口市,yamaguchi-shi,http://www.pref.yamaguchi.jp/
秋葉区,sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
舟橋村,sub,富山県,16,toyama,とやまけん,富山市,toyama-shi,http://www.pref.toyama.jp/
舟形町,sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
住吉区,sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
住田町,sub,岩手県,3,iwate,いわてけん,盛岡市,morioka-shi,http://www.pref.iwate.jp/
住之江区,sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
十津川村,sub,奈良県,29,nara,ならけん,奈良市,nara-shi,http://www.pref.nara.jp/
十島村,sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
出雲崎町,sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
駿河区,sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
初山別村,sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
諸塚村,sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
女川町,sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
勝浦町,sub,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
勝央町,sub,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
小海町,sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
小国町,sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
